Classifier Top Feature,Classifier SHAP score,Regressor Top Feature,Regressor SHAP score,Cross Impact — consensus features (clf_shap>0 & reg_shap>0)
num__delay_rate,4.22636079788208,cat__airport_IPT,40.511741638183594,7
