ident,name,municipality,iso_region,iata_code,local_code,latitude_deg,longitude_deg,faa_code
2S6,Sportsman Airpark,Newberg,US-OR,,2S6,45.29570007,-122.9550018,2S6
2SC2,South Carolina Pipeline Heliport,Columbia,US-SC,,2SC2,34.0703010559082,-80.91110229492188,2SC2
2SC3,Melrose Landing Seaplane Base,Hilton Head,US-SC,,2SC3,32.139198303222656,-80.86810302734375,2SC3
2SC4,Salty Fare Landng Seaplane Base,Hilton Head,US-SC,,2SC4,32.2338981628418,-80.75420379638672,2SC4
2SC5,Ridgewood Air Airport,Waterloo,US-SC,,2SC5,34.29169845581055,-82.05390167236328,2SC5
2SC6,Sled Heliport,Columbia,US-SC,,2SC6,34.06610107421875,-81.1156005859375,2SC6
2SC7,Laurel Hill Farms Airport,McClellanville,US-SC,,2SC7,33.051701,-79.541397,2SC7
2SC8,Gaston Airport,Gaston,US-SC,,2SC8,33.785818,-81.092105,2SC8
2SD0,Paradise Valley Airport,Nemo,US-SD,,2SD0,44.16360092163086,-103.47899627685548,2SD0
2SD1,Mc Kennan Hospital Heliport,Sioux Falls,US-SD,,2SD1,43.5340995789,-96.71499633790002,2SD1
2SD2,Pepper Port Airport,Bonesteel,US-SD,,2SD2,43.105801,-98.930397,2SD2
2SD4,Nicolaisen Airport,Mount Vernon,US-SD,,2SD4,43.68253,-98.26607,2SD4
2SD5,Sturgis Heliport,Sturgis,US-SD,,2SD5,44.39780044555664,-103.50900268554688,2SD5
2SD6,Avera Heart Hospital of South Dakota Heliport,Sioux Falls,US-SD,,2SD6,43.49079895019531,-96.77970123291016,2SD6
2SD7,Dangel Airport,Hurley,US-SD,,2SD7,43.33330154418945,-97.06279754638672,2SD7
2SD9,TC Field,Ipswich,US-SD,,2SD9,45.451663,-99.010241,2SD9
2T2,Percival Springs Airport,Watson,US-IL,,2T2,39.013901,-88.538902,2T2
2T7,Van Camp's Heliport,Tecumseh,US-MI,,2T7,42.01919937133789,-83.84860229492188,2T7
2TA1,Gravco Airport,Lufkin,US-TX,,2TA1,31.3902,-94.691002,2TA1
2TA2,The Medical Center of Mesquite Heliport,Mesquite,US-TX,,2TA2,32.77939987182617,-96.6010971069336,2TA2
2TA3,Triangle Ranch Private Airport,Salt Flat,US-TX,,2TA3,31.718201,-104.598,2TA3
2TA4,Mario's Flying Pizza Airport,Sealy,US-TX,,2TA4,29.747506,-96.290066,2TA4
2TA6,Pyramid Ranch Airport,Fairfield,US-TX,,2TA6,31.862699508666992,-96.19750213623048,2TA6
2TA8,El Coyote Ranch Airport,Encino,US-TX,,2TA8,26.85840034,-98.22200012,2TA8
2TE0,Eagle Air Park,Brazoria,US-TX,BZT,2TE0,28.982200622559,-95.579696655273,BZT
2TE1,Republic Helicopters Heliport,Santa Fe,US-TX,,2TE1,29.32859992980957,-95.06189727783205,2TE1
2TE2,Flying Oaks Airport,Azle,US-TX,,2TE2,32.829065,-97.53489,2TE2
2TE4,Frels Airport,El Campo,US-TX,,2TE4,29.17919921875,-96.32270050048828,2TE4
2TE5,Piano Ranch Airport,Flatonia,US-TX,,2TE5,29.69510078430176,-97.16329956054688,2TE5
2TE6,Burris Ranch Airport,Karnes City,US-TX,,2TE6,28.883771,-98.049221,2TE6
2TE7,Beach Ranch Airport,Post,US-TX,,2TE7,33.227201,-101.133249,2TE7
2TE9,Cuero Community Hospital Heliport,Cuero,US-TX,,2TE9,29.112904,-97.284359,2TE9
2TN0,Hospital Wing Heliport,Memphis,US-TN,,2TN0,35.14179992675781,-90.02680206298828,2TN0
2TN1,Lauderdale Community Hospital Heliport,Ripley,US-TN,,2TN1,35.744112,-89.548606,2TN1
2TN2,Wings Field,Whiteville,US-TN,,2TN2,35.221259,-89.190178,2TN2
2TN4,Shoemaker-Shelby Forest Airport,Millington,US-TN,,2TN4,35.31809997558594,-90.0353012084961,2TN4
2TN5,Athens Regional Medical Center Heliport,Athens,US-TN,,2TN5,35.43560028076172,-84.59989929199219,2TN5
2TN6,Saint Thomas Midtown Hospital Heliport,Nashville,US-TN,,2TN6,36.153953,-86.802022,2TN6
2TN7,Wolf Creek Airport,Kingston,US-TN,,2TN7,35.80440139770508,-84.41580200195312,2TN7
2TN8,Soggy Bottom Airport,Dowelltown,US-TN,,2TN8,36.018001556396484,-85.93599700927734,2TN8
2TN9,Baptist Memorial Hospital Heliport,Union City,US-TN,,2TN9,36.41400146484375,-89.04669952392578,2TN9
2TS0,Myska Field,Denton,US-TX,,2TS0,33.154709,-97.138817,2TS0
2TS1,Titus Regional Medical Center Heliport,Mount Pleasant,US-TX,,2TS1,33.175463,-94.97081,2TS1
2TS2,Shofner Farms Airport,Harlingen,US-TX,,2TS2,26.168862,-97.733055,2TS2
2TS3,Tigerbird Field,Waco,US-TX,,2TS3,31.67930030822754,-97.2406005859375,2TS3
2TS4,Circle R Ranch Airport,Malakoff,US-TX,,2TS4,32.13970184326172,-95.97029876708984,2TS4
2TS6,Eagle's Nest Estates Airport,Midlothian,US-TX,,T56,32.512602,-96.926695,T56
2TS7,Jamak Fabrication Heliport,Weatherford,US-TX,,2TS7,32.78120040893555,-97.81639862060548,2TS7
2TS8,Bailey Airport,Stockdale,US-TX,,2TS8,29.22050094604492,-97.87169647216795,2TS8
2TX0,Blue Sky Airfield,Amarillo,US-TX,,2TX0,35.062604,-101.850421,2TX0
2TX1,Russell Paradise Airport,Elmendorf,US-TX,,2TX1,29.22865,-98.384046,2TX1
2TX2,Ray Smith Farm Airport,Hico,US-TX,,2TX2,32.0265007019043,-98.01000213623048,2TX2
2TX3,La Fonda Ranch Airport,Brackettville,US-TX,,2TX3,29.21689987182617,-100.61699676513672,2TX3
2TX4,Lewis Ranch Airport,Encinal,US-TX,,2TX4,27.98360061645508,-99.37670135498048,2TX4
2TX5,Berry Airport,Gatesville,US-TX,,2TX5,31.453500747680664,-97.75140380859376,2TX5
2TX6,Everitt Airport,Idalou,US-TX,,2TX6,33.68180084228516,-101.66799926757812,2TX6
2TX7,JW Airport,Justin,US-TX,,2TX7,33.093472,-97.396338,2TX7
2TX8,Eagle's Landing Airport,Krum,US-TX,,2TX8,33.305444,-97.378915,2TX8
2TX9,Ethyl Corp Heliport,Pasadena,US-TX,,2TX9,29.741100311279,-95.170799255371,2TX9
2U0,Smith Prairie Airport,Prairie,US-ID,,2U0,43.49850082397461,-115.5479965209961,2U0
2U4,Rockford Municipal Airport,Rockford,US-ID,,2U4,43.19020080566406,-112.53199768066406,2U4
2U5,Shearer US Forest Service Airport,Kooskia,US-ID,,2U5,45.9916,-114.841003,2U5
2U7,Stanley Airport,Stanley,US-ID,,2U7,44.2085,-114.934998,2U7
2U8,Thomas Creek Airport,Stanley,US-ID,,2U8,44.72629928588867,-115.00299835205078,2U8
2UT2,High Meadow Ranch Airport,Duck Creek Village,US-UT,,2UT2,37.52080154418945,-112.64199829101562,2UT2
2UT3,Fort Ranch Airport,Brigham City,US-UT,,2UT3,41.4921989440918,-112.59100341796876,2UT3
2UT4,Heber Valley Hospital Heliport,Heber City,US-UT,,2UT4,40.49020004272461,-111.40599822998048,2UT4
2UT5,Charlevoix Airport,New Harmony,US-UT,,2UT5,37.447504,-113.247102,2UT5
2UT9,Glogen Farms Airport,Wellsville,US-UT,,2UT9,41.597622,-111.897867,2UT9
2VA,Zangger Vintage Airpark,Larchwood,US-IA,,2VA,43.4514007568,-96.4058990479,2VA
2VA0,Red Birds Airyard Airport,Moneta,US-VA,,2VA0,37.11307,-79.609417,2VA0
2VA1,Jett Airpark,Edwardsville,US-VA,,2VA1,37.89599990844727,-76.3552017211914,2VA1
2VA2,Melville Airstrip,Surry,US-VA,,2VA2,37.14599990844727,-76.79000091552734,2VA2
2VA3,Merlin Aerodrome,Amelia Court House,US-VA,,2VA3,37.316693,-77.866373,2VA3
2VA4,Winchester Medical Center Heliport,Winchester,US-VA,,2VA4,39.195407,-78.191999,2VA4
2VA5,Rosegill Farm Airstrip,Saluda,US-VA,,2VA5,37.630699,-76.565002,2VA5
2VA6,Nimcock Airport,Saluda,US-VA,,2VA6,37.623342,-76.600027,2VA6
2VA7,Virginia Beach General Hospital Heliport,Virginia Beach,US-VA,,2VA7,36.86629867553711,-76.02580261230469,2VA7
2VA8,Brandywyne Farms Airport,Holland,US-VA,,2VA8,36.686936,-76.823369,2VA8
2VE2,Spring Valley Hospital Heliport,Las Vegas,US-NV,,2VE2,36.091026,-115.239359,2VE2
2VG2,Upperville Airport,Upperville,US-VA,,2VG2,38.9718017578125,-77.86969757080078,2VG2
2VG3,Cub Haven Airport,Harrisonburg,US-VA,,2VG3,38.54859924316406,-78.87110137939453,2VG3
2VG4,Deer Run Heliport,Nelson County,US-VA,,2VG4,37.88769912719727,-78.86190032958984,2VG4
2VG5,Breeden Company Heliport,Virginia Beach,US-VA,,2VG5,36.831298828125,-76.06600189208984,2VG5
2VG6,Rychlk Heliport,Manassas,US-VA,,2VG6,38.76079940795898,-77.62969970703125,2VG6
2VG7,Seven Gables Airport,Orange,US-VA,,2VG7,38.16389846801758,-77.8499984741211,2VG7
2VG8,Folly Neck Airport,Warsaw,US-VA,,2VG8,37.870653,-76.73235,2VG8
2VG9,Sentara Williamsburg Regional Medical Center Heliport,Williamsburg,US-VA,,2VG9,37.33539962769999,-76.74069976810001,2VG9
2VI2,Redoubt View Seaplane Base,Kenai,US-AK,,2VI2,60.419038,-152.354894,2VI2
2VT2,Northern Lights Seaplane Base,Alburg,US-VT,,2VT2,44.87279891967773,-73.28170013427734,2VT2
2W1,De Vere Field,Cle Elum,US-WA,,2W1,47.1776008605957,-120.85299682617188,2W1
2W2,Clearview Airpark,Westminster,US-MD,,2W2,39.466999,-77.017403,2W2
2W3,Swanson Airport,Eatonville,US-WA,,2W3,46.87160110473633,-122.25700378417967,2W3
2WA0,Pcfd Nr 26 Heliport,Greenwater,US-WA,,2WA0,47.144798278808594,-121.63600158691406,2WA0
2WA1,Diamond Point Airstrip,Sequim,US-WA,,2WA1,48.092602,-122.929001,2WA1
2WA3,Stuart Island West Airport,Friday Harbor,US-WA,,2WA3,48.683991,-123.222849,2WA3
2WA4,Bainbridge Island Fire Department Heliport,Bainbridge Island,US-WA,,2WA4,47.643276,-122.521505,2WA4
2WA5,Coulee Medical Center Heliport,Grand Coulee,US-WA,,2WA5,47.941898,-119.00713,2WA5
2WA6,Rice Ranch Airport,Grand Coulee,US-WA,,2WA6,47.997906,-119.087355,2WA6
2WA8,Kramer Ranch Airport,Harrington,US-WA,,2WA8,47.383764,-118.29812,2WA8
2WA9,Touchet Valley Airport,Huntsville,US-WA,,2WA9,46.28919982910156,-118.10099792480467,2WA9
2WI0,Bender's Airport,Rothschild,US-WI,,2WI0,44.85269927978516,-89.60009765625,2WI0
2WI1,Uff-Da Airport,Stoughton,US-WI,,2WI1,42.94359970092773,-89.2865982055664,2WI1
2WI3,Milwaukee County Medical Complex Heliport,Wauwatosa,US-WI,,2WI3,43.041500091552734,-88.02310180664062,2WI3
2WI4,Plows & Props Airport,Springfield,US-WI,,2WI4,42.642348,-88.398676,2WI4
2WI5,Blair Lake Airport,Mercer,US-WI,,2WI5,46.097401,-90.1632,2WI5
2WI6,Matson Airport,Stoughton,US-WI,,2WI6,42.91360092163086,-89.18620300292969,2WI6
2WI7,Hecklers' Strip,Mount Vernon,US-WI,,2WI7,42.96969985961914,-89.66539764404297,2WI7
2WI8,Davies Airport,Oostburg,US-WI,,2WI8,43.59749984741211,-87.77899932861328,2WI8
2WI9,Bulldog Ranch Airport,Oxford,US-WI,,2WI9,43.7599983215332,-89.63480377197266,2WI9
2WN3,Curns Airport,New London,US-WI,,2WN3,44.358525,-88.762486,2WN3
2WN5,Murmuring Springs Airport,Necedah,US-WI,,2WN5,44.00640106201172,-90.01920318603516,2WN5
2WN6,Cunningham Airport,Granton,US-WI,,2WN6,44.52970123291016,-90.41929626464844,2WN6
2WN7,Planeacres Airport,Fisk,US-WI,,2WN7,43.94869995117188,-88.67320251464844,2WN7
2WN8,Oshkosh Sky Ranch Airport,Omro,US-WI,,2WN8,44.015228,-88.714269,2WN8
2WN9,Hillcrest Airport,Goldendale,US-WA,,2WN9,45.84510040283203,-120.70099639892578,2WN9
2WS2,Connor's Lake Landing,Webster,US-WI,,2WS2,45.91275,-92.293239,2WS2
2WS3,C. R. Acres Airport,Greenleaf,US-WI,,2WS3,44.280792,-88.093577,2WS3
2WS4,SSM Health St. Mary's Hospital-Jansville Heliport,Janesville,US-WI,,2WS4,42.6698694,-88.9763806,2WS4
2WV2,Louis A. Johnson Va Medical Center Heliport,Clarksburg,US-WV,,2WV2,39.10240173339844,-80.36209869384766,2WV2
2WV3,Hales Landing Airport,Elizabeth,US-WV,,2WV3,39.11631,-81.392512,2WV3
2WV5,Willow Bend Airport,Union,US-WV,,2WV5,37.545445,-80.534163,2WV5
2WV6,West Virginia State Police Heliport,Wheeling,US-WV,,2WV6,40.0531005859375,-80.72470092773438,2WV6
2WY3,Haas Airport,Merna,US-WY,,2WY3,43.00719833374024,-110.31700134277344,2WY3
2WY4,Raco 1 Heliport,Burns,US-WY,,2WY4,41.15810012817383,-104.4459991455078,2WY4
2WY8,Bar Flying E Airport,Cody,US-WY,,2WY8,44.40439987182617,-109.28199768066406,2WY8
2X2,Willow Seaplane Base,Willow,US-AK,,2X2,61.74399948120117,-150.0590057373047,2X2
2XA0,Foard County Airport,Crowell,US-TX,,2XA0,33.9793014526,-99.7128982544,2XA0
2XA1,Great Horizon Ranch Airport,Cotulla,US-TX,,2XA1,28.140322,-98.935994,2XA1
2XA2,Knape Airport,Danbury,US-TX,,2XA2,29.220399856567383,-95.31089782714844,2XA2
2XA3,North Cypress Medical Center Heliport,Cypress,US-TX,,2XA3,29.927545,-95.632832,2XA3
2XA5,Someday Ranch Airport,Lockhart,US-TX,,2XA5,29.803699493408203,-97.69120025634766,2XA5
2XA6,Red Berry Heliport,San Antonio,US-TX,,2XA6,29.43470001220703,-98.41780090332033,2XA6
2XA7,Tailwheel Airport,Longview,US-TX,,2XA7,32.6150016784668,-94.7656021118164,2XA7
2XA8,Air Evac Lifeteam Base 53 Heliport,Teague,US-TX,,2XA8,31.691578,-96.168664,2XA8
2XA9,Rolling Plains Memorial Hospital Heliport,Sweetwater,US-TX,,2XA9,32.452367,-100.397167,2XA9
2XS0,Valley Regional Medical Center Heliport,Brownsville,US-TX,,2XS0,25.977842,-97.516011,2XS0
2XS1,Harris Ranch Airport,Johnson City,US-TX,,2XS1,30.21969985961914,-98.30259704589844,2XS1
2XS2,Indio-Faith Airport,Carrizo Springs,US-TX,,2XS2,28.2628002167,-100.162002563,2XS2
2XS3,Glad Oaks Airport,Palestine,US-TX,,2XS3,32.019836,-95.695035,2XS3
2XS4,Skida Patch Airport,Bells,US-TX,,2XS4,33.661399841308594,-96.40640258789062,2XS4
2XS5,Cross Triangle Ranch Airport,Twin Sisters,US-TX,,2XS5,30.0104999542,-98.4253005981,2XS5
2XS6,Foster Ranch Airport,Utopia,US-TX,,2XS6,29.722533,-99.574673,2XS6
2XS7,Annandale Ranch Airport,Uvalde,US-TX,,2XS7,29.450199127197266,-99.68370056152344,2XS7
2XS8,Benson Airstrip,Uvalde,US-TX,,2XS8,29.229400634765625,-99.82389831542967,2XS8
2XS9,Uvalde County Hospital Authority Heliport,Uvalde,US-TX,,2XS9,29.214099884033203,-99.7677993774414,2XS9
2Y1,Drake Airport,Radcliffe,US-IA,,2Y1,42.31669998168945,-93.41690063476562,2Y1
2Y3,Yakutat Seaplane Base,Yakutat,US-AK,,2Y3,59.5625,-139.74099731445312,2Y3
2Z1,Entrance Island Seaplane Base,Entrance Island,US-AK,HBH,,57.412201,-133.43848,HBH
2Z2,Eureka Creek Airport,Eureka Creek,US-AK,,2Z2,65.1759033203125,-150.2209930419922,2Z2
2Z3,Eva Creek Airport,Eva Creek,US-AK,,2Z3,64.04199981689453,-148.86300659179688,2Z3
2Z5,Chena River Seaplane Base,Fairbanks,US-AK,,2Z5,64.83290100097656,-147.84800720214844,2Z5
2Z6,False Island Seaplane Base,False Island,US-AK,FAK,2Z6,57.5321998596,-135.212997437,FAK
30AK,Doyle Estates Airport,Kenai,US-AK,,30AK,60.505807,-151.260023,30AK
30AL,Med Flight 2 Heliport,Danville,US-AL,,30AL,34.373001,-87.0805,30AL
30AR,Phalanx Airport,Greers Ferry,US-AR,,30AR,35.54436111,-92.0561676,30AR
30CA,Indian Valley Hospital Heliport,Greenville,US-CA,,30CA,40.141201,-120.937226,30CA
30CL,Long Beach Memorial Medical Center Heliport,Long Beach,US-CA,,30CL,33.808741,-118.186728,30CL
30CN,Air Methods Barstow Heliport,Barstow,US-CA,,30CN,34.894777,-117.024867,30CN
30CO,Coyote Creek Ranch Airport,Guffey,US-CO,,30CO,38.67250061035156,-105.33599853515624,30CO
30F,Lakeview Airport,Lake Dallas,US-TX,,30F,33.132099,-97.014198,30F
30FA,Florida Hospital Lake Placid Heliport,Lake Placid,US-FL,,30FA,27.320499420166016,-81.37049865722656,30FA
30FD,City of Fort Lauderdale Heliport,Fort Lauderdale,US-FL,,30FD,26.124000549316406,-80.14420318603516,30FD
30FL,Putnam Community Medical Center Heliport,Palatka,US-FL,,30FL,29.643512,-81.692906,30FL
30GA,Elliott Field,Dawsonville,US-GA,,09GE,34.459,-84.181297,09GE
30GE,Papas Place Airport,Danielsville,US-GA,,30GE,34.194029,-83.194601,30GE
30IL,Clay County Hospital Heliport,Flora,US-IL,,30IL,38.67940139770508,-88.47250366210938,30IL
30IS,Aero Lake Estates Airport,Genoa,US-IL,,30IS,42.077383,-88.625372,30IS
30KY,Wayne County Hospital Heliport,Monticello,US-KY,,30KY,36.81949996948242,-84.86740112304688,30KY
30LA,Venice Base Heliport & Seaplane Base,Venice,US-LA,,30LA,29.27109909057617,-89.35579681396484,30LA
30LL,Williams Airpark,Chapin,US-IL,,30LL,39.75419998168945,-90.36540222167967,30LL
30LS,Rotorcraft Heliport,Broussard,US-LA,,30LS,30.15239906311035,-91.95069885253906,30LS
30M,Ralph M Sharpe Airport,Tunica,US-MS,,30M,34.6589,-90.3763,30M
30MA,Clinton Hospital Heliport,Clinton,US-MA,,30MA,42.42789840698242,-71.69280242919922,30MA
30ME,Togus VA LZ Heliport,Augusta,US-ME,,30ME,44.275255,-69.704879,30ME
30MI,Wolverton's Field,Buchanan,US-MI,,30MI,41.859142,-86.327219,30MI
30MN,Mayo Clinic Health System - Albert Lea Heliport,Albert Lea,US-MN,,30MN,43.652697,-93.371564,30MN
30MO,Matzie Airport,Lebanon,US-MO,,30MO,37.64590072631836,-92.49459838867188,30MO
30MT,Nistler Helena Airport,Helena,US-MT,,30MT,46.571072,-112.237895,30MT
30NC,Happy Bottom Airport,Advance,US-NC,,30NC,36.04859924316406,-80.45690155029297,30NC
30NE,Nebraskaland Aviation Airport,Campbell,US-NE,,30NE,40.355803,-98.685817,30NE
30NJ,Hillside Farm Heliport,Hopewell,US-NJ,,30NJ,40.39229965209961,-74.77909851074219,30NJ
30NM,Crusader Heliport,Sedan,US-NM,,30NM,36.116389,-103.096667,30NM
30NR,Bladen Lakes State Forest Tactical Landing Zone Heliport,Elizabethtown,US-NC,,30NR,34.709583,-78.571137,30NR
30NY,Coye Field,Canadice,US-NY,,30NY,42.750099182128906,-77.55809783935547,30NY
30OH,Bahl Helistop,Mansfield,US-OH,,30OH,40.75699996948242,-82.55020141601562,30OH
30OK,Lobo Field,Calvin,US-OK,,OL41,34.908091,-96.24362,OL41
30OR,Bero Field,Vernonia,US-OR,,30OR,45.802601,-123.279999,30OR
30PN,Pittsburgh Children'S Hospital Heliport,Pittsburgh,US-PA,,30PN,40.466389,-79.953056,30PN
30SD,Barber Field,Aberdeen,US-SD,,30SD,45.504811,-98.595539,30SD
30TA,Tri-Modal Air Park,Georgetown,US-TX,,30TA,30.585468,-97.717552,30TA
30TE,Cone Airport,Lorenzo,US-TX,,30TE,33.811199,-101.396003,30TE
30TN,Tristar Skyline Medical Center Heliport,Nashville,US-TN,,30TN,36.24625,-86.749957,30TN
30TX,Burg Lake Aero Airport,Stonewall,US-TX,,30TX,30.232361,-98.654972,30TX
30VA,Clinch Valley Medical Center Heliport,Richlands,US-VA,,30VA,37.09460067749024,-81.82099914550781,30VA
30W,Sweetwater Bay Seaplane Base,Oconto,US-WI,,30W,44.95190048217773,-87.80840301513672,30W
30WA,Weller Canyon Airport,Waitsburg,US-WA,,30WA,46.31489944458008,-118.1780014038086,30WA
30WI,Chambers Island Airport,Fish Creek,US-WI,,30WI,45.192562,-87.359333,30WI
30XA,Baylor Scott & White Aubrey Medical Center Heliport,Aubrey,US-TX,,30XA,33.220623,-96.912943,30XA
31A,Sugar Valley Airport,Mocksville,US-NC,,5NC2,35.984352,-80.511595,5NC2
31AK,Dalrymple's Airport,Fairbanks,US-AK,,31AK,64.83453,-147.437024,31AK
31AL,Old Chipley Helo Heliport,Slocomb,US-AL,,31AL,31.078289,-85.537789,31AL
31AR,Van Buren County Memorial Hospital Heliport,Clinton,US-AR,,31AR,35.57590103149414,-92.45349884033205,31AR
31CA,Baldwin Base Heliport,Irvine,US-CA,,31CA,33.69390106201172,-117.83200073242188,31CA
31CD,Diamond Star Ranch Airport,Colorado City,US-CO,,31CD,37.870856,-104.789057,31CD
31CL,Presbyterian Intercommunity Hospital Whittier Heliport,Whittier,US-CA,,31CL,33.971497,-118.049622,31CL
31CT,Quiet Corner Heliport,Pomfret,US-CT,,31CT,41.854767,-71.928483,31CT
31D,Inter County Airport,Irwin,US-PA,,31D,40.331203,-79.780204,31D
31FA,S & S Avion Ranch Airport,Oxford,US-FL,,31FA,28.959199905395508,-82.13420104980469,31FA
31FD,Florida State Hospital Heliport,Chattahoochee,US-FL,,31FD,30.706300735473636,-84.84239959716797,31FD
31FL,Forever Florida Airport,St Cloud,US-FL,,31FL,28.043352,-81.01923,31FL
31GA,WGCL-TV Heliport,Atlanta,US-GA,,31GA,33.787341,-84.401055,31GA
31GE,Tailwind Ranch Airport,Gordon,US-GA,,31GE,32.81924,-83.407809,31GE
31ID,Thunder Ridge Airport,Sandpioint,US-ID,,31ID,48.391667,-116.36625,31ID
31IL,Tamms Correctional Center Heliport,Tamms,US-IL,,31IL,37.25279998779297,-89.28060150146484,31IL
31IN,Timber House Airport,Lafayette,US-IN,,31IN,40.28499984741211,-86.85639953613281,31IN
31IS,Mason District Hospital Heliport,Havana,US-IL,,31IS,40.30780029,-90.05460358,31IS
31KS,Mills Field,South Hutchinson,US-KS,,K22,37.993782,-97.926559,K22
31KY,Wild Blue Airport,Paris,US-KY,,31KY,38.109928,-84.338737,31KY
31LA,Iota Volunteer Fire Department Heliport,Iota,US-LA,,31LA,30.329583,-92.497022,31LA
31LS,Helicopter Management Heliport,New Iberia,US-LA,,31LS,30.03420066833496,-91.8643035888672,31LS
31MA,Norm's Field,Belchertown,US-MA,,31MA,42.26242,-72.409308,31MA
31MD,AGH Heliport,Berlin,US-MD,,31MD,38.340216,-75.210544,31MD
31MO,Hannah Airport,Bolckow,US-MO,,31MO,40.105499267578125,-94.74330139160156,31MO
31MT,Reverse 5 Bar M Airport,Great Falls,US-MT,,31MT,47.236454,-111.302315,31MT
31NC,NH HMC Heliport,Huntersville,US-NC,,31NC,35.406792,-80.859071,31NC
31NE,Grimm Farm Airport,Crofton,US-NE,,31NE,42.755001068115234,-97.7051010131836,31NE
31NH,Johnson's Heliport,Northwood,US-NH,,31NH,43.223588,-71.25072,31NH
31OH,Au Heliport,Mansfield,US-OH,,31OH,40.77310180664063,-82.56269836425781,31OH
31OK,Siegfried Point Heliport,Disney,US-OK,,31OK,36.48649978637695,-94.99079895019533,31OK
31OR,Heli-Jet Heliport,Eugene,US-OR,,31OR,44.06209945678711,-123.1449966430664,31OR
31PA,Foxcatcher Farm Heliport,Newtown Square,US-PA,,31PA,39.99789810180664,-75.41519927978516,31PA
31PN,Control Dynamics Heliport,Warminster,US-PA,,31PN,40.209167,-75.081389,31PN
31TE,Tenneco Lab Helistop,Houston,US-TX,,31TE,29.722999572753903,-95.47109985351562,31TE
31TN,Crockett Hospital Heliport,Lawrenceburg,US-TN,,31TN,35.222925,-87.336958,31TN
31TS,Flyers Field,Greenville,US-TX,,31TS,33.190399169921875,-96.18910217285156,31TS
31TX,Scott Airport,Waco,US-TX,,31TX,31.596799850463867,-97.33000183105467,31TX
31UT,Kyle Norman Heliport,Herriman,US-UT,,31UT,40.4939,-112.0636,31UT
31VA,Aberdeen Field,Smithfield,US-VA,,31VA,37.02379989624024,-76.5886001586914,31VA
31WA,Mary Bridge Heliport,Tacoma,US-WA,,31WA,47.259751,-122.452149,31WA
31WI,Sullivan Airport,Sullivan,US-WI,,W11,43.007432,-88.602237,W11
31WN,Berlin Field LLC,Berlin,US-WI,,31WN,43.991368,-88.961968,31WN
31XS,Fly-N-Ski Airport,Merit,US-TX,,31XS,33.18370056152344,-96.27030181884766,31XS
32AK,Hardrock Field,Fairbanks,US-AK,,32AK,64.909078,-147.908047,32AK
32AL,SES North Pad Heliport,Huntsville,US-AL,,32AL,34.664849,-86.746609,32AL
32AR,Stuttgart Memorial Hospital Heliport,Stuttgart,US-AR,,32AR,34.517789,-91.559656,32AR
32AZ,Scottsdale Healthcare Thompson Peak Hospital Heliport,Scottsdale,US-AZ,,32AZ,33.67,-111.922222,32AZ
32CA,Stone Airstrip,Lemoore,US-CA,,32CA,36.331538,-119.825177,32CA
32CL,Bob's Flying Service Inc Airport,Knights Landing,US-CA,,32CL,38.83319854736328,-121.71800231933594,32CL
32CN,Pacific Bell-2300 Imperial Hwy Heliport,El Segundo,US-CA,,32CN,33.93048,-118.38239,32CN
32CO,Braun Airport,Penrose,US-CO,,32CO,38.45472,-105.081899,32CO
32FA,Sunset Strip Airpark,Okeechobee,US-FL,,32FA,27.23419952392578,-80.90370178222656,32FA
32FD,Kearney Construction Heliport,Riverview,US-FL,,32FD,27.90439987182617,-82.38330078125,32FD
32GA,Sebastian Cove Airport,Eatonton,US-GA,,32GA,33.454201,-83.277802,32GA
32ID,Chimney Creek Airport,Fairfield,US-ID,,32ID,43.366217,-114.99109,32ID
32II,Roberts Airport,Vevay,US-IN,,32II,38.81639862060547,-85.1063003540039,32II
32IL,Village of Tamms Heliport,Tamms,US-IL,,32IL,37.23889923095703,-89.26580047607422,32IL
32IS,Baker Airport,Kilbourne,US-IL,,32IS,40.14061,-89.99601,32IS
32KS,Wilkens Airport,Healy,US-KS,,32KS,38.59310150146485,-100.61299896240234,32KS
32KY,St Elizabeth Medical Center South Heliport,Edgewood,US-KY,,32KY,39.013546,-84.56019,32KY
32LA,John W Stone Oil Distributor LLC Heliport,Cameron,US-LA,,32LA,29.774388,-93.35024,32LA
32LS,Stevens Strip,Ponchatoula,US-LA,,32LS,30.41959953,-90.35900116,32LS
32MA,Berkshire Medical Center Heliport,North Adams,US-MA,,32MA,42.708035,-73.110328,32MA
32MD,Roseland Airport,Sudlersville,US-MD,,32MD,39.18939971923828,-75.87680053710938,32MD
32MI,William Beaumont Hospital Heliport,Royal Oak,US-MI,,32MI,42.51503,-83.194095,32MI
32MN,Don's Landing Field,Watkins,US-MN,,32MN,45.36750030517578,-94.39939880371094,32MN
