airport,lat,lon,year,month,temp_mean,temp_min,temp_max,precip_sum,windspeed_max
MTJ,38.5098,-107.893997,2020,8,25.38125,8.3,36.7,9.2,26.2
EYW,24.556101,-81.759598,2013,9,27.761290322580646,25.3,29.3,82.39999999999999,32.4
DSM,41.534,-93.663101,2014,5,16.578125,1.5,29.4,111.39999999999999,36.7
CLE,41.411701,-81.8498,2022,8,22.3125,14.0,33.7,124.9,25.0
SWF,41.504101,-74.104797,2017,11,4.874193548387097,-5.9,21.5,32.1,28.8
ORF,36.895341,-76.201,2014,10,17.615625,8.3,26.2,54.2,32.3
PNS,30.4734,-87.1866,2019,10,22.94375,4.4,33.7,149.79999999999998,37.1
MDT,40.193501,-76.763397,2014,12,2.871875,-4.8,14.5,88.19999999999999,26.5
IND,39.7173,-86.294403,2014,12,1.009375,-10.4,14.3,84.1,25.3
TYS,35.811001,-83.994003,2017,2,9.548275862068964,-6.0,23.7,71.7,34.9
ATL,33.6367,-84.428101,2016,2,7.97,-3.8,22.2,126.2,33.0
FSD,43.585463,-96.741152,2017,7,24.46875,12.2,35.5,23.3,26.4
ICT,37.649899,-97.433098,2018,4,11.27096774193548,-5.8,32.3,37.3,50.6
PHX,33.435302,-112.005905,2019,12,11.14375,-0.0,23.2,77.4,31.1
DSM,41.534,-93.663101,2013,9,21.412903225806456,8.8,36.1,57.5,29.8
BWI,39.1754,-76.668297,2015,3,3.56875,-14.5,19.6,117.4,33.6
ATW,44.258099,-88.519096,2022,2,-7.072413793103448,-21.8,11.7,17.099999999999998,40.6
SAT,29.533701,-98.469803,2014,6,27.212903225806453,18.4,35.3,55.7,24.9
CRW,38.3731,-81.593201,2021,2,1.2275862068965517,-13.9,20.0,178.5,26.0
FWA,40.9785,-85.195099,2019,7,24.115625,13.7,33.1,160.4,28.8
PHL,39.871899,-75.241096,2016,2,2.703333333333333,-14.0,16.2,88.3,34.0
LGB,33.816523,-118.149891,2023,6,18.580645161290324,12.1,29.0,4.199999999999999,23.0
MSY,29.993401,-90.258003,2019,11,15.14516129032258,1.1,26.2,30.099999999999994,39.3
BUF,42.940498,-78.732201,2018,6,19.20967741935484,8.5,31.5,63.00000000000001,31.4
CKB,39.2966,-80.228104,2020,12,1.9374999999999998,-13.1,16.5,142.4,25.9
AUS,30.197535,-97.662015,2020,11,18.08064516129032,0.8,29.6,60.2,36.8
PGD,26.9202,-81.990501,2020,7,28.565624999999997,23.5,35.1,116.6,26.1
AUS,30.197535,-97.662015,2018,9,25.116129032258065,17.5,35.8,406.70000000000005,26.0
MAF,31.942499,-102.202003,2020,12,8.0,-4.7,25.0,22.299999999999997,39.3
RIC,37.505199,-77.319702,2013,8,23.125,14.8,32.5,111.6,18.1
PVD,41.725038,-71.425668,2020,8,23.434375,12.7,33.6,73.4,48.3
EWR,40.692501,-74.168701,2013,9,18.787096774193547,7.9,33.7,48.1,23.4
BNA,36.1245,-86.6782,2020,6,24.077419354838707,12.4,33.3,148.1,28.9
AGS,33.3699,-81.9645,2019,9,27.890322580645154,15.0,37.1,11.100000000000001,30.4
SLC,40.78886,-111.979866,2016,7,27.271875,12.9,36.4,2.6,32.1
PIA,40.6642,-89.693298,2021,11,4.716129032258064,-6.6,17.8,30.4,36.1
SMF,38.6954,-121.591003,2014,1,10.771875000000001,1.6,23.6,16.7,23.0
GSP,34.895699,-82.218903,2016,4,15.987096774193548,0.2,30.7,84.60000000000001,30.6
LBE,40.275902,-79.4048,2018,12,2.4625,-7.4,17.1,120.3,33.7
ATL,33.6367,-84.428101,2015,12,13.015625,-1.6,24.0,196.4,31.4
ECP,30.357106,-85.795414,2022,10,20.221874999999997,5.9,31.2,40.4,24.7
XWA,48.258387,-103.748797,2021,9,17.151612903225807,4.2,31.9,8.5,33.8
PNS,30.4734,-87.1866,2022,10,19.821875,5.0,29.0,64.6,30.7
BOS,42.36197,-71.0079,2020,11,8.593548387096776,-4.9,23.0,107.6,41.3
SJU,18.4394,-66.001801,2022,10,26.95,22.4,32.1,127.9,23.1
MLI,41.448502,-90.5075,2018,8,24.2375,13.5,33.6,124.69999999999999,30.0
TLH,30.3965,-84.350304,2019,10,23.193749999999998,5.2,34.8,151.0,41.8
PHF,37.131901,-76.492996,2020,1,7.621874999999999,-4.0,22.3,121.20000000000002,35.2
BWI,39.1754,-76.668297,2022,4,11.641935483870967,1.0,27.4,117.5,33.7
BDL,41.93851,-72.688066,2018,11,3.6870967741935488,-11.5,19.7,191.1,28.4
SJC,37.362452,-121.929188,2018,5,16.146875,7.7,31.0,2.9000000000000004,28.2
STX,17.701413,-64.802608,2018,6,26.90645161290323,24.7,28.4,38.400000000000006,33.9
STL,38.748697,-90.370003,2017,6,23.90645161290323,12.7,33.7,95.1,26.7
CHA,35.035301,-85.203796,2019,9,26.96774193548387,16.9,36.9,2.4000000000000004,22.4
SAT,29.533701,-98.469803,2014,10,23.512500000000003,10.8,34.0,29.999999999999996,27.7
CAE,33.938801,-81.119499,2023,3,15.003124999999999,0.1,29.0,104.8,41.7
MSP,44.880081,-93.221741,2023,7,22.1875,12.4,33.9,101.7,25.4
AVL,35.436199,-82.541801,2020,3,10.6625,-5.5,28.7,99.4,34.1
ABQ,35.039976,-106.608925,2022,4,15.912903225806453,0.3,29.9,1.8,54.3
ASE,39.223202,-106.869003,2016,10,6.981249999999999,-3.1,18.5,30.999999999999996,21.4
BUF,42.940498,-78.732201,2017,4,10.13225806451613,-1.2,29.0,142.7,36.5
CMH,39.998001,-82.891899,2018,5,20.4125,4.6,30.3,122.5,30.5
DCA,38.8521,-77.037697,2019,3,6.315625000000001,-7.0,24.7,130.0,32.4
HNL,21.32062,-157.924228,2018,11,24.59677419354839,20.4,28.2,19.599999999999998,32.4
MSP,44.880081,-93.221741,2015,3,1.759375,-22.7,23.9,16.4,34.9
BWI,39.1754,-76.668297,2013,12,3.3312500000000003,-9.5,21.1,135.2,26.8
SCK,37.893279,-121.238079,2020,1,8.94375,1.0,18.3,36.2,32.2
PVD,41.725038,-71.425668,2023,7,23.971875,15.8,32.3,170.7,30.1
GRB,44.483459,-88.130805,2022,12,-4.7625,-23.5,10.7,54.599999999999994,31.1
STL,38.748697,-90.370003,2022,8,24.55,16.8,34.3,104.0,28.8
SAV,32.127602,-81.202103,2014,1,7.63125,-6.0,22.0,79.4,28.2
STL,38.748697,-90.370003,2022,6,24.725806451612904,12.6,37.0,94.29999999999998,28.8
PDX,45.588699,-122.598,2018,11,7.8806451612903246,0.5,18.0,142.20000000000002,32.4
IAD,38.9445,-77.455803,2019,7,26.390625,17.2,38.3,128.2,20.2
SJU,18.4394,-66.001801,2015,10,27.50625,23.2,34.5,109.8,21.3
LAX,33.942501,-118.407997,2017,8,21.446875,17.3,32.6,6.6,29.8
DTW,42.21377,-83.353786,2018,1,-4.421875,-24.6,14.0,47.3,32.2
DTW,42.21377,-83.353786,2020,9,17.261290322580646,4.5,28.2,75.1,35.7
FWA,40.9785,-85.195099,2014,8,22.293750000000003,9.5,30.0,121.39999999999999,28.0
SBN,41.708698,-86.317299,2021,6,22.474193548387095,8.9,32.2,155.10000000000002,35.2
BWI,39.1754,-76.668297,2019,9,22.835483870967746,10.5,34.1,43.99999999999999,22.5
SMF,38.6954,-121.591003,2019,4,16.235483870967744,7.5,31.2,30.9,24.9
ORF,36.895341,-76.201,2015,2,-1.3782078926381254e-16,-15.8,16.8,93.50000000000001,37.1
PSP,33.8297,-116.507004,2017,2,15.841379310344827,4.9,25.8,54.0,24.5
AUS,30.197535,-97.662015,2020,9,24.73548387096774,13.2,37.0,191.79999999999998,34.6
SBA,34.426201,-119.839996,2023,2,10.917241379310346,5.4,18.7,131.2,48.1
CID,41.884701,-91.7108,2022,5,17.284375,1.8,31.4,136.4,37.7
PIT,40.491501,-80.232903,2019,9,20.725806451612904,11.0,32.1,59.8,22.9
CAE,33.938801,-81.119499,2021,8,26.496875,18.6,34.7,119.5,25.9
CMH,39.998001,-82.891899,2018,2,3.824137931034482,-11.3,23.0,224.80000000000004,36.3
MAF,31.942499,-102.202003,2018,7,29.456249999999997,19.9,40.2,14.500000000000002,29.0
SBA,34.426201,-119.839996,2022,11,13.367741935483872,8.8,18.9,33.50000000000001,42.2
DAL,32.847099,-96.851799,2017,4,19.835483870967746,7.2,30.8,126.89999999999998,46.2
SDF,38.1744,-85.736,2017,2,8.03793103448276,-8.3,24.1,75.9,34.8
BUR,34.197703,-118.356378,2014,7,24.643749999999997,15.3,37.5,25.300000000000004,18.7
SJC,37.362452,-121.929188,2019,1,10.921875,0.4,17.9,131.1,29.3
ORF,36.895341,-76.201,2022,12,6.903125,-11.1,20.1,98.3,48.7
OKC,35.393388,-97.598248,2021,10,18.478125000000002,4.2,33.1,127.3,48.4
CMH,39.998001,-82.891899,2018,3,2.759375,-6.0,15.7,94.7,36.3
OKC,35.393388,-97.598248,2018,2,5.1000000000000005,-8.6,26.0,64.1,38.5
SMF,38.6954,-121.591003,2015,8,24.778125000000003,14.9,39.2,0.1,16.7
PDX,45.588699,-122.598,2014,3,8.334375,0.2,20.1,219.8,32.8
TYS,35.811001,-83.994003,2013,9,21.387096774193548,12.0,31.2,65.3,16.1
CRP,27.770399,-97.501198,2018,2,18.200000000000003,4.8,27.2,69.0,42.7
TRI,36.475201,-82.407401,2023,3,9.065625,-6.6,25.6,112.70000000000002,35.9
PIT,40.491501,-80.232903,2023,4,10.980645161290322,-2.4,27.2,61.099999999999994,38.7
FAT,36.776199,-119.718002,2022,11,9.106451612903225,-1.6,21.3,40.199999999999996,23.9
MDW,41.785999,-87.752403,2019,4,9.112903225806452,-4.9,23.7,165.60000000000002,40.5
MDW,41.785999,-87.752403,2021,6,22.948387096774198,8.8,35.1,255.89999999999998,33.2
CLE,41.411701,-81.8498,2019,6,19.309677419354838,9.7,29.2,201.7,35.3
MLI,41.448502,-90.5075,2017,6,22.774193548387096,10.9,34.7,74.4,31.3
SJC,37.362452,-121.929188,2018,9,18.316129032258065,10.0,32.2,0.8,24.9
ABE,40.651773,-75.442797,2022,7,25.2375,14.1,36.6,60.8,27.4
PHL,39.871899,-75.241096,2015,4,11.670967741935486,-0.9,25.2,79.0,30.1
IDA,43.514599,-112.070999,2022,9,18.645161290322584,5.6,37.5,19.5,38.2
IAD,38.9445,-77.455803,2019,6,23.16451612903226,10.0,35.0,76.19999999999999,29.7
MFE,26.176141,-98.237965,2016,10,26.884375,15.0,36.5,10.0,25.4
SFO,37.619806,-122.374821,2015,11,12.270967741935484,4.1,20.6,38.5,34.2
IND,39.7173,-86.294403,2019,7,24.478125,13.7,33.2,79.4,21.7
DVL,48.115454,-98.908796,2015,12,-7.153125,-23.7,9.0,28.9,30.8
CRP,27.770399,-97.501198,2019,4,21.812903225806455,9.2,30.4,90.19999999999999,48.0
MKE,42.947201,-87.896599,2022,6,19.65483870967742,9.5,37.7,71.4,38.6
BRW,71.285402,-156.766008,2013,11,-12.390322580645158,-21.3,0.9,7.5,55.7
SLC,40.78886,-111.979866,2017,8,25.456249999999997,13.0,35.8,19.599999999999998,34.9
JAN,32.311199,-90.075897,2022,8,25.549999999999997,20.6,35.7,340.5,23.2
BOS,42.36197,-71.0079,2021,6,22.345161290322583,10.2,37.4,72.10000000000001,32.2
KOA,19.738783,-156.045603,2020,12,23.69375,19.0,27.5,195.1,19.5
MLU,32.510899,-92.037697,2022,5,24.834375,14.6,35.3,93.2,30.1
RNO,39.4991,-119.767998,2018,2,2.4137931034482754,-12.4,15.5,20.5,22.4
LAX,33.942501,-118.407997,2017,5,16.540625,9.5,29.1,7.8999999999999995,41.4
BWI,39.1754,-76.668297,2021,5,17.44375,5.5,33.8,118.3,35.9
MIA,25.7932,-80.290604,2015,10,25.831249999999997,22.0,31.6,75.6,39.6
PIT,40.491501,-80.232903,2018,1,-3.465625,-22.1,16.1,104.0,32.7
SHV,32.446602,-93.8256,2022,3,13.725000000000001,-0.7,27.4,180.2,35.0
PDX,45.588699,-122.598,2021,9,17.564516129032253,7.2,34.0,86.0,26.9
PVD,41.725038,-71.425668,2018,4,7.090322580645162,-3.7,19.4,124.9,44.0
ORD,41.9786,-87.9048,2018,5,17.303125,6.1,33.4,177.10000000000002,34.0
MHT,42.932598,-71.435699,2016,3,4.515625,-8.4,22.0,60.39999999999999,32.1
DAL,32.847099,-96.851799,2015,5,21.96875,12.4,30.2,297.7,29.5
CWA,44.777448,-89.670238,2019,12,-5.25625,-22.2,4.7,82.9,29.2
MBS,43.531913,-84.082275,2021,1,-2.86875,-15.2,6.4,29.4,31.3
LBB,33.663601,-101.822998,2018,12,4.559374999999999,-8.8,19.4,30.9,48.4
ORF,36.895341,-76.201,2018,2,10.56206896551724,-4.7,26.8,73.9,39.8
DTW,42.21377,-83.353786,2015,2,-11.224137931034482,-30.1,4.3,39.8,35.7
BDL,41.93851,-72.688066,2014,3,-0.9781250000000001,-18.3,13.8,98.6,34.0
BWI,39.1754,-76.668297,2023,5,16.61875,4.6,27.5,33.4,32.9
PVD,41.725038,-71.425668,2022,11,8.63225806451613,-4.1,24.3,96.39999999999999,39.1
BUR,34.197703,-118.356378,2022,7,23.240625,13.9,36.3,0.6000000000000001,16.9
ONT,34.056,-117.600998,2017,12,16.159375,2.8,28.1,0.5,45.1
GSO,36.097801,-79.937302,2019,2,7.555172413793104,-3.5,21.6,144.29999999999998,30.7
ATL,33.6367,-84.428101,2021,2,7.893103448275863,-5.8,23.1,122.4,35.2
HDN,40.481201,-107.218002,2018,4,4.22258064516129,-12.8,21.1,57.9,32.7
BOS,42.36197,-71.0079,2018,5,16.10625,4.2,30.8,63.7,34.9
PDX,45.588699,-122.598,2018,8,21.196875,11.3,36.2,14.6,22.7
RNO,39.4991,-119.767998,2016,10,12.70625,3.1,26.1,86.8,26.1
MCI,39.2976,-94.713898,2021,2,-5.468965517241379,-29.2,17.8,17.7,32.9
BTR,30.533199,-91.149597,2020,1,13.203125,-0.2,25.2,163.2,39.8
DSM,41.534,-93.663101,2020,4,9.425806451612901,-6.0,26.1,63.699999999999996,47.0
ECP,30.357106,-85.795414,2021,7,26.456249999999997,21.7,33.3,226.5,17.7
PPG,-14.331,-170.710007,2022,2,26.337931034482757,23.4,29.3,496.20000000000005,32.5
SJU,18.4394,-66.001801,2019,1,24.540625,20.4,28.7,45.9,28.6
AUS,30.197535,-97.662015,2020,5,24.228125,13.5,35.6,165.6,39.7
PNS,30.4734,-87.1866,2015,3,17.746875,-0.3,27.5,56.7,28.5
MSY,29.993401,-90.258003,2022,4,21.419354838709673,10.0,29.9,91.9,33.9
RNO,39.4991,-119.767998,2017,7,26.39375,14.7,36.5,1.8,20.0
OAK,37.720085,-122.221184,2022,5,14.5375,5.8,27.5,3.2,36.5
CID,41.884701,-91.7108,2019,1,-8.534375,-36.0,10.6,65.2,48.6
MSY,29.993401,-90.258003,2015,2,11.337931034482757,2.7,23.2,80.0,31.3
AMA,35.219398,-101.706001,2019,4,14.848387096774195,-0.5,30.3,45.9,55.2
LIH,21.976,-159.339005,2019,7,25.603125,22.5,28.6,165.0,26.7
BTV,44.471901,-73.153297,2022,11,5.858064516129031,-7.2,22.1,119.1,38.5
COD,44.520199,-109.024002,2017,6,17.2,4.0,32.0,35.99999999999999,28.9
SEA,47.447943,-122.310276,2020,8,18.36875,9.9,35.1,16.4,26.0
MEM,35.0424,-89.9767,2022,10,17.3,2.5,27.9,46.400000000000006,37.2
SBN,41.708698,-86.317299,2023,7,22.040625,12.4,33.0,143.3,24.9
PSP,33.8297,-116.507004,2014,2,17.034482758620687,4.1,31.6,27.1,14.5
CVG,39.048801,-84.667801,2020,5,15.465625,-0.7,28.2,148.10000000000002,28.9
SAT,29.533701,-98.469803,2020,12,11.990625000000001,-0.4,24.7,56.4,40.0
OMA,41.3032,-95.894096,2017,4,11.561290322580644,-0.2,25.2,107.39999999999999,38.7
RDU,35.877602,-78.787498,2020,6,23.787096774193554,14.0,33.7,167.9,22.6
AMA,35.219398,-101.706001,2019,11,6.767741935483871,-9.8,22.4,22.7,52.0
DFW,32.896801,-97.038002,2023,2,10.475862068965515,-4.2,27.7,118.0,46.1
MSP,44.880081,-93.221741,2023,1,-6.8125,-23.6,3.5,63.699999999999996,26.0
HNL,21.32062,-157.924228,2013,10,25.709375,22.8,28.7,24.1,24.8
PVD,41.725038,-71.425668,2019,9,18.651612903225807,8.7,29.0,47.4,30.7
DSM,41.534,-93.663101,2020,5,15.515625000000002,-0.1,28.8,109.39999999999999,34.0
MDT,40.193501,-76.763397,2022,9,19.558064516129022,8.8,31.1,84.10000000000002,25.4
SMF,38.6954,-121.591003,2022,4,16.36774193548387,4.5,33.8,26.799999999999997,34.7
HDN,40.481201,-107.218002,2016,11,0.6483870967741933,-18.5,16.4,45.6,28.6
LGB,33.816523,-118.149891,2017,9,22.59032258064516,13.6,37.9,3.2,34.6
AUS,30.197535,-97.662015,2022,12,12.450000000000001,-9.3,26.3,48.5,38.9
CHS,32.898602,-80.040497,2019,5,25.06875,12.6,38.1,28.9,25.0
DCA,38.8521,-77.037697,2017,9,20.770967741935483,9.5,31.4,47.4,22.2
JFK,40.639447,-73.779317,2014,6,21.39354838709677,10.3,31.3,66.5,24.2
PSC,46.264702,-119.119003,2019,9,19.78387096774193,3.2,35.5,11.8,27.8
GRK,31.0672,-97.828903,2022,11,13.083870967741932,0.8,27.9,114.29999999999998,38.6
ATL,33.6367,-84.428101,2019,11,9.864516129032259,-4.8,21.9,120.4,35.8
AGS,33.3699,-81.9645,2021,10,19.703125,7.8,31.0,90.0,25.8
OAK,37.720085,-122.221184,2013,10,15.7375,9.6,28.8,0.0,34.3
ATW,44.258099,-88.519096,2014,9,15.66451612903226,5.7,27.3,53.1,33.4
BOI,43.5644,-116.223,2019,5,14.778125,-0.9,29.8,76.3,31.5
PIT,40.491501,-80.232903,2018,2,3.375862068965517,-12.5,23.3,194.3,24.2
GJT,39.126663,-108.529387,2023,8,26.20625,15.1,37.8,11.299999999999999,27.0
SMF,38.6954,-121.591003,2018,5,20.075,10.7,38.5,13.899999999999999,31.8
MDT,40.193501,-76.763397,2020,5,14.89375,-0.6,29.5,58.5,30.8
JAX,30.492469,-81.687813,2022,6,26.903225806451612,19.1,39.8,115.5,22.4
DTW,42.21377,-83.353786,2020,1,-0.17812500000000003,-15.7,13.9,113.7,30.8
MDW,41.785999,-87.752403,2020,2,-1.8833333333333333,-25.6,14.9,39.4,36.3
ORD,41.9786,-87.9048,2022,9,18.348387096774196,5.2,30.6,144.0,38.4
OAK,37.720085,-122.221184,2017,9,20.141935483870967,10.4,39.6,3.8999999999999995,27.1
OAK,37.720085,-122.221184,2016,9,17.909677419354836,11.1,33.7,0.0,26.2
DLH,46.842098,-92.193604,2023,1,-8.390625,-26.5,1.5,43.400000000000006,30.9
OGG,20.896263,-156.431837,2019,12,24.368750000000002,18.7,29.5,43.9,44.4
SBN,41.708698,-86.317299,2022,10,11.0375,0.5,24.2,96.79999999999998,35.0
BZN,45.7775,-111.153,2021,5,9.815625,-3.3,26.1,65.0,27.9
BNA,36.1245,-86.6782,2019,10,16.821875000000002,-1.1,35.8,183.89999999999998,35.9
IAD,38.9445,-77.455803,2014,5,18.253125,7.1,31.5,91.5,25.1
CRW,38.3731,-81.593201,2022,8,22.6,13.8,31.3,151.7,18.1
SNA,33.675701,-117.867996,2019,4,16.783870967741937,10.3,29.6,8.200000000000001,35.8
OGG,20.896263,-156.431837,2020,3,22.640625,17.9,28.6,52.1,46.6
SEA,47.447943,-122.310276,2015,3,8.5875,-1.0,18.8,150.0,27.1
ORF,36.895341,-76.201,2014,4,13.651612903225804,3.7,25.0,94.9,36.9
STL,38.748697,-90.370003,2014,10,14.315625,-0.1,28.5,137.0,32.2
ROC,43.1189,-77.672401,2018,11,1.770967741935484,-17.8,16.9,134.7,34.2
HSV,34.637199,-86.775101,2018,11,9.07741935483871,-4.5,22.9,186.0,30.7
TUS,32.115004,-110.938053,2017,9,27.935483870967747,14.7,38.6,14.299999999999999,34.4
SLC,40.78886,-111.979866,2019,12,-0.25,-13.0,10.6,75.8,28.8
SFO,37.619806,-122.374821,2017,7,15.628125,12.0,22.6,0.0,34.7
SEA,47.447943,-122.310276,2023,3,5.0375,-3.2,15.8,91.1,31.4
PHX,33.435302,-112.005905,2014,12,11.759375,-1.7,24.5,35.9,17.8
LAS,36.083361,-115.151817,2016,1,7.343750000000001,-2.7,20.3,24.599999999999998,25.6
CVG,39.048801,-84.667801,2018,1,-2.3093749999999997,-20.6,14.4,63.800000000000004,30.4
BWI,39.1754,-76.668297,2017,10,16.543750000000003,4.4,28.6,107.19999999999999,35.4
LAX,33.942501,-118.407997,2014,2,14.393103448275863,3.6,26.0,74.4,35.5
CKB,39.2966,-80.228104,2021,6,21.080645161290324,8.5,31.9,197.29999999999998,22.0
TUS,32.115004,-110.938053,2021,11,19.125806451612902,7.4,30.9,1.4,31.3
PNS,30.4734,-87.1866,2018,4,18.761290322580646,6.9,27.7,121.60000000000001,38.8
SGF,37.245701,-93.388603,2016,10,18.0375,6.3,28.6,90.6,28.5
IND,39.7173,-86.294403,2013,8,23.075,10.6,34.0,38.2,21.7
SBN,41.708698,-86.317299,2019,9,20.254838709677426,11.7,29.9,121.89999999999996,38.0
SRQ,27.394631,-82.554359,2023,7,28.78125,24.7,32.0,75.6,31.0
MSP,44.880081,-93.221741,2013,10,9.38125,-2.4,23.1,83.1,31.3
PIE,27.9102,-82.687401,2019,5,26.2,20.6,34.5,78.2,29.6
BOI,43.5644,-116.223,2018,1,1.990625,-9.8,14.5,44.6,31.9
BIL,45.807701,-108.542999,2017,8,22.034375,11.0,34.4,7.799999999999999,23.0
AVL,35.436199,-82.541801,2022,12,3.9656249999999997,-17.5,19.3,77.80000000000001,26.9
MSY,29.993401,-90.258003,2023,8,31.11875,25.3,39.2,38.400000000000006,29.3
MSY,29.993401,-90.258003,2017,9,25.612903225806456,18.4,31.1,48.400000000000006,27.4
BWI,39.1754,-76.668297,2015,12,9.431249999999999,-1.2,20.5,122.0,29.0
PNS,30.4734,-87.1866,2016,8,26.9375,22.5,33.2,268.9,20.5
MEM,35.0424,-89.9767,2014,7,24.7,15.8,34.2,38.599999999999994,18.1
BGR,44.8074,-68.828102,2020,3,0.75,-14.4,13.6,65.1,34.2
GEG,47.6199,-117.533997,2021,5,13.921875,2.8,29.9,13.299999999999999,42.4
PWM,43.646198,-70.309303,2021,4,7.551612903225807,-3.7,19.8,114.69999999999999,32.4
CVG,39.048801,-84.667801,2021,12,6.778124999999999,-5.0,19.5,130.50000000000003,36.5
AUS,30.197535,-97.662015,2014,11,13.203225806451613,-0.2,25.8,80.2,30.2
SAT,29.533701,-98.469803,2023,1,13.746875,-0.2,28.1,48.3,29.3
FAT,36.776199,-119.718002,2019,11,13.103225806451613,1.0,27.5,49.6,27.5
DAY,39.902401,-84.219398,2019,1,-2.940625,-25.1,15.7,104.1,35.4
BUF,42.940498,-78.732201,2014,9,16.87741935483871,7.8,28.8,58.4,37.6
FSD,43.585463,-96.741152,2019,5,12.66875,0.1,28.0,211.5,39.3
SFO,37.619806,-122.374821,2023,6,14.351612903225803,10.6,25.0,0.7999999999999999,38.0
COS,38.805801,-104.700996,2020,4,7.732258064516129,-9.1,28.4,12.4,37.6
BDL,41.93851,-72.688066,2020,7,24.728125000000002,16.6,36.4,89.8,23.2
LGA,40.777199,-73.872597,2021,10,16.31875,7.2,25.6,174.6,41.2
JAX,30.492469,-81.687813,2022,1,11.71875,-3.8,26.6,27.1,34.7
BUF,42.940498,-78.732201,2020,5,12.465625000000001,-3.1,31.5,98.8,29.6
PHL,39.871899,-75.241096,2017,4,14.493548387096778,1.0,30.8,86.10000000000001,36.7
GEG,47.6199,-117.533997,2016,7,21.540625,11.1,35.5,14.400000000000002,30.8
TPA,27.9755,-82.533203,2017,8,27.209375,23.1,32.7,305.0,23.2
OAK,37.720085,-122.221184,2017,12,10.428125,2.3,19.9,3.1,30.3
CID,41.884701,-91.7108,2018,5,19.7875,7.8,33.7,113.4,33.8
CYS,41.155701,-104.811997,2020,4,5.04516129032258,-15.5,26.0,32.8,47.0
FAT,36.776199,-119.718002,2022,8,30.959374999999998,20.0,43.1,4.2,20.7
KOA,19.738783,-156.045603,2019,12,24.109375,18.5,28.2,105.7,24.5
PIT,40.491501,-80.232903,2023,7,22.340625,14.2,31.9,94.4,25.1
PNS,30.4734,-87.1866,2019,3,15.2625,0.5,24.3,51.2,32.3
GRB,44.483459,-88.130805,2014,11,-2.177419354838709,-17.4,12.7,68.8,28.6
GSP,34.895699,-82.218903,2022,1,3.9562500000000003,-11.2,21.7,134.1,38.2
LAS,36.083361,-115.151817,2015,8,32.778124999999996,21.6,42.5,4.0,23.2
PNS,30.4734,-87.1866,2022,4,19.72903225806452,7.9,27.2,91.10000000000001,33.4
BIL,45.807701,-108.542999,2019,4,6.890322580645161,-4.9,25.2,63.1,44.8
CHA,35.035301,-85.203796,2015,5,20.86875,6.7,30.5,63.0,18.1
PHX,33.435302,-112.005905,2017,10,26.590625,15.7,36.7,0.6,31.0
MDW,41.785999,-87.752403,2019,3,1.234375,-18.9,18.9,89.0,39.5
RDU,35.877602,-78.787498,2017,11,10.241935483870966,-1.1,25.4,34.2,29.0
SFO,37.619806,-122.374821,2015,4,13.477419354838712,7.8,25.9,24.200000000000003,26.3
JFK,40.639447,-73.779317,2023,3,5.565625000000001,-2.7,17.9,150.0,48.6
JLN,37.151798,-94.498299,2022,11,7.8903225806451625,-6.0,25.6,92.29999999999998,31.9
PHL,39.871899,-75.241096,2021,8,25.215625000000003,16.4,35.7,168.0,24.5
PNS,30.4734,-87.1866,2019,12,14.046875,2.3,22.9,154.4,31.1
HTS,38.366699,-82.557999,2021,1,1.1749999999999998,-8.3,13.1,74.9,21.1
BZN,45.7775,-111.153,2021,8,18.721874999999997,6.2,33.5,85.20000000000002,31.1
SEA,47.447943,-122.310276,2022,8,19.8125,11.7,33.0,8.7,21.0
CRP,27.770399,-97.501198,2017,5,25.378125,16.6,33.0,96.6,38.2
FAI,64.815102,-147.856003,2022,1,-20.7625,-39.4,3.7,13.0,23.0
GSP,34.895699,-82.218903,2019,5,23.121875000000003,9.2,34.8,92.50000000000001,29.8
SWF,41.504101,-74.104797,2019,7,23.8125,14.3,33.1,107.1,17.3
MLU,32.510899,-92.037697,2020,1,10.478124999999999,-2.1,23.2,192.50000000000003,40.0
PSP,33.8297,-116.507004,2023,2,13.472413793103447,0.3,23.9,131.7,25.9
MIA,25.7932,-80.290604,2022,7,27.66875,21.8,32.7,125.0,22.2
AUS,30.197535,-97.662015,2020,4,20.148387096774194,6.7,33.4,144.20000000000002,34.4
TPA,27.9755,-82.533203,2023,1,16.868750000000002,2.9,27.8,57.699999999999996,35.6
PWM,43.646198,-70.309303,2016,9,17.819354838709675,9.9,29.1,42.2,23.1
AVL,35.436199,-82.541801,2022,1,1.421875,-10.6,21.2,109.0,38.3
MKG,43.169498,-86.238197,2019,1,-5.609375,-22.9,7.3,81.30000000000001,37.3
SDF,38.1744,-85.736,2017,6,22.83548387096774,12.2,32.9,101.60000000000002,29.2
ONT,34.056,-117.600998,2013,11,14.461290322580647,4.7,31.2,23.299999999999997,17.9
LGA,40.777199,-73.872597,2015,12,8.365625,-1.6,20.0,106.89999999999999,32.4
LAX,33.942501,-118.407997,2020,2,13.280000000000001,3.0,27.2,15.2,45.7
PVD,41.725038,-71.425668,2018,5,16.49375,5.2,31.0,62.0,28.5
MSP,44.880081,-93.221741,2021,12,-4.871874999999999,-24.1,12.5,57.2,37.1
MQT,46.3536,-87.395401,2016,7,19.45625,8.9,30.7,131.89999999999998,31.3
GUC,38.534672,-106.934566,2018,3,-1.8375000000000004,-23.8,14.3,9.0,32.8
